1.680376e+00	-3.127891e-01	1.251479e+00	1.596880e+00	6.123149e-01	6.285726e-01	-1.702815e+01	1.451384e-01	5.899868e-01
6.704462e-01	4.731103e-01	7.453524e-01	1.107940e+00	-5.998669e-02	1.121491e+00	-2.152723e+00	-2.202748e-01	-2.619565e-01
7.295696e-01	4.376372e-02	1.380022e+00	1.832390e+00	3.846590e-01	1.197745e+00	-7.504416e-01	-5.092257e-01	-1.406421e-01
2.832060e-01	4.570613e-02	1.805606e-01	4.857743e-01	-1.088715e+00	1.268209e+00	-9.789590e-01	-6.443595e-01	-5.475884e-01
3.133590e-01	-1.194291e-01	5.094917e-01	2.176185e-01	7.800604e-01	6.606925e-01	-1.141030e+00	8.085719e-02	3.979896e-02
1.025865e+00	8.882908e-01	1.106924e+00	5.920640e-01	3.333201e-01	1.023999e+00	-4.094401e-01	-2.190284e-01	9.249907e-01
9.871665e-01	8.557349e-01	7.648754e-01	1.542716e+00	7.853660e-02	1.240898e+00	-3.519324e+00	9.105821e-01	-9.848496e-02
8.004578e-01	6.974424e-01	7.527484e-01	7.049174e-01	9.872683e-01	1.355748e+00	4.384050e+00	-3.400485e+00	4.221026e-01
1.395115e-01	1.090593e+00	1.025666e+00	1.721126e-01	-8.388595e-01	1.151718e+00	-2.827452e+00	6.409000e-01	-1.827551e-02
1.780465e+00	-1.281049e-01	3.582507e-01	4.004708e-02	-3.555768e-02	3.552360e-01	-3.504806e-01	4.657213e-01	2.246415e-01
4.765607e-01	1.496049e+00	1.343286e+00	1.701840e+00	-5.737042e-01	1.039000e+00	-4.219052e-01	6.657479e-01	-2.824471e-01
7.504146e-01	6.235333e-01	1.012458e+00	1.335448e+00	2.096403e-02	2.802885e-01	3.293954e-01	-9.389498e-01	4.651938e-01
8.752757e-01	1.394304e+00	1.364412e+00	1.441905e+00	-6.203800e-01	1.215347e+00	-7.929178e-01	5.950043e-01	2.723462e-01
1.279958e+00	-4.051050e-01	1.172912e+00	3.319492e-01	-1.880455e-01	1.326707e+00	-8.913374e-01	-4.924785e-01	2.039679e-01
1.658402e+00	-2.716963e-01	6.767105e-01	1.786745e+00	-4.149829e-01	1.171896e+00	-6.629237e+00	-2.947280e+00	-1.055938e+00
1.912936e+00	2.405042e-01	1.146564e+00	1.717353e+00	-1.944299e-01	1.359389e+00	2.444855e+00	-3.590303e-01	-1.554052e-01
7.968739e-01	8.713558e-01	1.169802e+00	1.821944e+00	-2.722263e-02	6.570013e-01	-1.538554e-01	-2.537559e-01	4.612183e-01
1.900505e+00	5.402851e-01	5.434343e-01	1.762124e+00	3.103094e-01	9.294662e-01	9.278198e+00	1.329567e+00	4.990995e-01
1.239193e+00	-6.496018e-01	1.253796e+00	6.149164e-01	-8.428817e-02	6.724686e-01	-1.595714e+00	-2.627825e-01	2.431756e-01
3.750670e-01	-5.586149e-01	1.054935e+00	8.330032e-01	-1.052922e+00	1.346703e+00	-6.519885e-01	-7.297509e-01	-9.354882e-01
2.063433e-01	-8.808269e-01	9.954339e-01	1.520951e+00	1.568683e+00	1.367482e+00	-3.595664e-01	2.144782e-01	-2.228780e-01
1.368890e+00	-3.385007e-01	1.224558e+00	7.373278e-01	-3.319916e-01	6.815599e-01	-2.043618e+00	-2.534080e-01	2.949983e-01
1.168977e+00	-3.339080e-01	5.520692e-01	1.464297e+00	-1.116491e+00	1.259738e+00	-1.042703e+00	-6.252488e-01	-1.679107e+00
3.282047e-01	2.239072e-01	3.860836e-01	1.900208e+00	-1.081502e+00	1.021336e+00	-2.420739e-01	-2.084975e-01	-2.082644e+00
3.524221e-01	-7.770066e-01	1.263169e+00	1.465309e+00	5.153522e-01	1.390975e+00	-1.298197e+00	-1.580591e-01	-5.287642e-01
1.278917e+00	2.657668e-01	4.323909e-01	2.698057e-01	1.891782e-02	3.955568e-01	-2.689691e-01	-2.946540e-01	3.963879e-01
1.398137e-01	-6.714089e-01	9.606464e-01	1.639355e+00	2.132867e-01	1.229293e+00	-1.227567e+00	2.756111e+00	-7.904147e-01
1.038786e-01	-1.145193e+00	1.414209e+00	4.086580e-01	4.622663e-01	5.009369e-01	5.197728e-02	-9.136401e-02	9.936265e-03
1.995598e+00	-1.392458e+00	1.319500e+00	1.446585e-01	-1.594286e+00	1.358727e+00	-4.013177e-01	-9.859715e-02	-8.474419e-03
1.187785e+00	-4.320390e-01	5.711951e-01	7.833810e-01	1.251450e+00	1.280387e+00	2.967406e-01	-5.464148e-02	-6.729767e-02
7.181914e-01	1.337042e-01	1.076504e+00	9.051522e-01	1.979554e-01	4.464090e-01	1.999667e+00	3.135935e+00	2.959961e-01
1.061616e+00	4.749918e-01	7.801224e-01	1.984457e+00	2.413173e-01	1.324850e+00	-2.290864e+00	1.659640e+00	-4.725971e-01
1.495619e+00	8.119480e-02	2.661631e-01	1.495606e+00	1.072812e+00	1.360424e+00	8.842709e+04	-9.249972e-02	-2.252899e-01
1.746543e+00	1.096412e+00	1.399596e+00	1.487623e+00	1.338804e+00	1.402566e+00	-1.726204e+00	9.153699e+00	2.007313e+00
1.333761e+00	-3.715140e-03	5.726577e-01	1.660024e+00	3.611878e-01	3.924160e-01	1.172128e+00	9.976580e-02	2.553311e-01
